<name2> <name6> <name4> <name1>	<name2> <name6> <name4> <name1> into default name space .
\ <name4> = '\\n'   . <name6> ( <name3> ( <name1> , <name4> . split ( '\\n'   ) ) ) \	call the function <name3> with 2 arguments : function <name1> and <name4> spit into parts at newlines , <name6> the result into a string ,
else :	separated by newline , substitute it for msgs . if not ,
<name4> = <name4> . <name5> ( <val6>   , <val1>   )	<name5> every occurrence of string <val6> for string <val1> in <name4> , substitute the result for <name4> .
<name3> <name1> . open ( <name2> , <val5>   , <name4> = <val6>   ) <name3> fp :	call the function <name1> .open <name3> 3 arguments : <name2> , string <val5> and <name4> set to string <val6> <name3> arguments ,
<name2> . write ( <name3> )	with the result renamed to <name2> , perform the following : call the method <name2> .write with an argument <name3> .
<name6> <name3> ( BaseCommand ) :	derive the <name6> <name3> from the BaseCommands base <name6> .
"\ <name5> = ( <val4> ""pulls out all strings marked for translation. It creates (or updates) a message "" ""file in the conf/locale (in the django tree) or locale (for projects and "" ""applications) directory.\\n\\nYou must run this command with one of either the "" ""--locale, --exclude or --all options."" ) \"	<name5> is a string <val4>
<name3> = <name6>	"\ pulls out all strings marked for translation . It creates ( or updates ) a message ""file in the conf/locale (in the django tree) or locale (for projects and "" ""applications) directory.\\n\\nYou must run this command with one of either the "" ""--locale, --exclude or --all options."" . <name3> is boolean <name6> . \"
<name1> = <name3>	<name1> is boolean <name3>
<name5> = [ <val3>   , <val2>   ]	<name5> is an list with elements : strings <val3> and <val2> .
<name2> = [ <val3>   ]	<name2> is an list with elements : string <val3> .
<name3> = [ <val2>   ]	<name3> is an list with elements : string <val2> .
<name2> = [ <val4>   , <val6>   ]	<name2> is an list with elements : strings <val4> and <val6> .
def <name5> ( <name1> , <name3> ) :	define the method <name5> with 2 arguments : <name1> and <name3> .
<name2> . add_argument ( <val3>   , <val5>   , <name6> = [ ] , dest = 'locale'   , action = 'append'   , help = 'Creates or updates the message files for the given locale(s) (e.g. pt_BR). '    'Can be used multiple times.'   )	call the method <name2> .add_argument with 6 arguments : string <val3> , string <val5> , <name6> as an empty list ,
<name1> . add_argument ( <val6>   , <val2>   , <name5> = [ ] , <name4> = 'exclude'   , <name3> = <val1>   , <name6> = 'Locales to exclude. Default is none. Can be used multiple times.'   )	<name4> as a string 'locale' , <name3> as a string <val1> and <name6> as a string , 'Creates or updates the message files for the given locale(s) (e.g. pt_BR). Can be used multiple times.' . call the method <name1> .add_argument with 5 arguments : string <val6> , string <val2> , <name5> as a empty list ,
"<name3> . add_argument ( <val1>   , <val6>   , <name2> = <val4>   , <name5> = 'domain'   , <name3> = 'The domain of the message files (default: ""django"").'   )"	<name5> as a string 'exclude' , action as a string 'append' and <name3> as a string 'Locales to exclude. Default is none. Can be used multiple times.' . call the method <name3> .add_argument with 5 arguments : string <val1> , string <val6> , <name2> as a string <val4> ,
<name5> . add_argument ( <val4>   , <val3>   , <name1> = <val2>   , <name6> = 'all'   , default = False , <name5> = 'Updates the message files for all existing locales.'   )	"<name6> set to string 'domain' and <name5> as a string 'The domain of the message files (default: ""django"").' . call the method <name5> .add_argument with 6 arguments : string <val4> , string <val3> , <name1> as a string <val2> ,"
"<name5> . add_argument ( <val4>   , <val6>   , <name1> = <val2>   , <name3> = 'The file extension(s) to examine (default: ""html,txt"", or ""js"" '    'if the domain is ""djangojs""). Separate multiple extensions with '    'commas, or use -e multiple times.'   , action = 'append'   )"	<name1> as a string 'all' default as boolean False and <name3> as a string 'Updates the message files for all existing locales.' . call the method <name5> .add_argument with 5 arguments : string <val4> , string <val6> , <name1> set to string <val2> ,
<name2> . add_argument ( <val4>   , <val5>   , <name1> = <val3>   , dest = 'symlinks'   , default = False , <name6> = 'Follows symlinks to directories when examining '    'source code and templates for translation strings.'   )	"<name6> set to a string 'The file extension(s) to examine (default: ""html,txt"", or ""js"" ' 'if the domain is ""djangojs""). Separate multiple extensions with commas, or use -e multiple times.' and <name1> as a string 'append' . call the method <name2> .add_argument with 6 arguments : string <val4> , string <val5> , <name1> as a string <val3> ,"
<name1> . add_argument ( <val2>   , <val4>   , <name6> = <val5>   , <name3> = 'ignore_patterns'   , <name1> = [ ] , metavar = 'PATTERN'   , <name2> = 'Ignore files or directories matching this glob-style pattern. '    'Use multiple times to ignore more.'   )	<name3> as a string 'symlinks' , <name1> as boolean False and <name2> as a string 'Follows symlinks to directories when examining ' 'source code and templates for translation strings.' . call the method <name1> .add_argument with 7 arguments : string <val2> , string <val4> , <name6> as a string <val5> ,
"<name2> . add_argument ( <val5>   , <name4> = <val3>   , <name6> = 'use_default_ignore_patterns'   , <name1> = True , <name2> = ""Don't ignore the common glob-style patterns 'CVS', '.*', '*~' and '*.pyc'."" )"	<name6> as a string 'ignore_patterns' , <name1> as an empty list , metavar as a string 'PATTERN' , and <name2> as a string 'Ignore files or directories matching this glob-style pattern. Use multiple times to ignore more.' . call the method <name2> .add_argument with 5 arguments : string <val5> , <name4> as a string <val3> ,
"<name6> . add_argument ( <val1>   , <name5> = <val3>   , <name2> = <val4>   , <name6> = False , <name1> = ""Don't break long message lines into several lines."" )"	"<name2> as a string 'use_default_ignore_patterns' , <name6> set to boolean True , and <name1> as a string ""Don't ignore the common glob-style patterns 'CVS', '.*', '*~' and '*.pyc'."" . call the method <name6> .add_argument with 5 arguments : string <val1> , <name5> as a string <val3> , <name2> as a string <val4> ,"
"<name3> . add_argument ( <val6>   , <name4> = <val5>   , dest = 'no_location'   , <name1> = <name2> , <name3> = ""Don't write '#: filename:line' lines."" )"	"<name1> as boolean <name2> and <name3> as a string ""Don't break long message lines into several lines."" . call the method <name3> .add_argument with 5 arguments : string <val6> , <name4> set to string <val5> ,"
"<name6> . add_argument ( <val1>   , <name3> = <val2>   , <name5> = 'no_obsolete'   , <name4> = <name6> , <name1> = ""Remove obsolete message strings."" )"	"<name5> set to string 'no_location' , <name4> as boolean <name6> and <name1> as a string ""Don't write '#: filename:line' lines."" . call the method <name6> .add_argument with 5 arguments : string <val1> , <name3> as a string <val2> ,"
"<name3> . add_argument ( <val2>   , <name4> = <val6>   , <name5> = 'keep_pot'   , <name1> = <name3> , <name2> = ""Keep .pot file after making messages. Useful when debugging."" )"	"<name5> as a string 'no_obsolete' , <name1> as boolean <name3> and <name2> as a string ""Remove obsolete message strings."" . call the method <name3> .add_argument with 5 arguments : string <val2> , <name4> as a string <val6> ,"
def <name5> ( <name1> , * <name6> , ** <name3> ) :	"dest as a string 'keep_pot' , default as boolean False and help as a string ""Keep .pot file after making messages. Useful when debugging."" define the method <name5> with 3 arguments : <name1> , unpacked list <name6> and unpacked dictionary <name3> ."
<name4> = <name6> . <name1> ( <val3>   )	<name1> the value under the <val3> key of the <name6> dictionary , substitute it for <name4> .
<name6> = <name3> . <name5> ( <val4>   )	<name5> the value under the <val4> key of the <name3> dictionary , substitute it for <name6> .
<name1> . domain = <name6> . <name5> ( <val3>   )	<name5> the value under the <val3> key of the <name6> dictionary , substitute it for <name1> .domain .
<name5> . verbosity = <name2> . <name1> ( <val4>   )	<name1> the value under the <val4> key of the <name2> dictionary , substitute it for <name5> .verbosity .
<name3> = <name6> . <name1> ( <val2>   )	<name1> the value under the <val2> key of the <name6> dictionary , substitute it for <name3> .
<name4> = <name2> . <name5> ( <val6>   )	<name5> the value under the <val6> key of the <name2> dictionary , substitute it for <name4> .
<name2> . symlinks = <name4> . <name6> ( <val3>   )	<name6> the value under the <val3> key of the <name4> dictionary , substitute it for <name2> .symlinks .
<name1> = <name3> . <name6> ( <val4>   )	<name6> the value under the <val4> key of the <name3> dictionary , substitute it for <name1> .
<name3> <name2> . <name4> ( <val6>   ) :	<name4> the value under the <val6> key of the <name2> dictionary , <name3> it is true ,
<name4> += [ <val6>   , <val2>   , <val1>   , <val3>   ]	append list containing 4 elements : <val6> , <val2> , <val1> and <val3> , to <name4> .
<name2> . <name6> = list ( <name3> ( <name6> ) )	put elements of <name6> into a <name3> , substitute the length of it for <name2> .ignore_patterns .
<name6> <name2> . <name1> ( <val5>   ) :	<name1> the value under the <val5> key of the <name2> dictionary , <name6> it is true ,
<name4> . msgmerge_options = <name4> . msgmerge_options [ : ] + [ <val3>   ]	append list containing string <val3> to <name4> .msgmerge_options
<name1> . msguniq_options = <name1> . msguniq_options [ : ] + [ <val4>   ]	append list containing string <val4> to <name1> .msguniq_options .
<name6> . msgattrib_options = <name6> . msgattrib_options [ : ] + [ <val3>   ]	append list containing string <val3> to <name6> .msgattrib_options .
<name3> . xgettext_options = <name3> . xgettext_options [ : ] + [ <val5>   ]	append list containing string <val5> to <name3> .xgettext_options .
<name5> <name4> . <name6> ( <val1>   ) :	<name6> the value under the <val1> key of the <name4> dictionary , <name5> it is true ,
<name3> . msgmerge_options = <name3> . msgmerge_options [ : ] + [ <val1>   ]	append list containing string <val1> to <name3> .msgmerge_options .
<name2> . msguniq_options = <name2> . msguniq_options [ : ] + [ <val1>   ]	append list containing string <val1> to <name2> .msguniq_options .
<name2> . msgattrib_options = <name2> . msgattrib_options [ : ] + [ <val6>   ]	append list containing string <val6> to <name2> .msgattrib_options .
<name6> . xgettext_options = <name6> . xgettext_options [ : ] + [ <val3>   ]	append list containing string <val3> to <name6> .xgettext_options .
<name4> . no_obsolete = <name3> . <name5> ( <val6>   )	<name5> the value under the <val6> key of the <name3> dictionary , substitute it for <name4> .no_obsolete .
<name4> . keep_pot = <name6> . <name2> ( <val1>   )	<name2> the value under the <val1> key of the <name6> dictionary , substitute it for <name4> .keep_pot .
<name1> <name4> . domain <name6> in ( <val3>   , <val2>   ) :	<name1> <name4> .domain is <name6> equal to string <val3> or string <val2> ,
<name1> <name5> . domain == <val6>   :	<name1> <name5> .domain equals to string <val6> ,
<name2> = <name6> <name4> <name6> else [ <val1>   ]	<name4> <name6> is false , substitute it for <name2> , otherwise <name2> is a list containing string <val1> .
else :	if not ,
<name4> = <name6> <name3> <name6> else [ <val2>   , <val5>   ]	<name3> <name6> is false , substitute it for <name4> , otherwise <name4> is a list containing 2 elements : string <val2> and string <val5> .
<name4> . extensions = <name1> ( <name6> )	call the function <name1> <name6> , substitute <name4> .extensions .
if ( <name3> <name5> <name6> <name1> not <name2> <name1> not <name4> ) or self . domain <name5> <name6> :	evaluate the boolean expression : <name3> <name5> <name6> <name1> <name2> <name5> false <name1> <name4> <name5> false ,
<name5> <name1> ( <val4> % ( os . path . basename ( sys . argv [ 0 ] ) , sys . argv [ 1 ] ) )	if the result is true or self .domain is not None , <name5> an <name1> exception with an argument string <val4> , where '%s' are replaced by :
<name5> <name2> . conf <name4> <name6>	return value of the function os .path .basename called with first element of sys .argv as an argument , and second element of sys .argv . <name5> <name2> .conf <name4> <name6> into default namespace .
<name5> <name4> . configured :	<name5> <name4> .configured ,
<name1> . USE_I18N = <name4>	<name1> .USE_I18N is boolean <name4> .
else :	if not ,
<name5> . configure ( <name3> = <name6> )	call the method <name5> .configure with an argument <name3> set to boolean <name6> .
<name2> <name4> . verbosity >  <val3> :	<name2> <name4> .verbosity is integer <val3> ,
\ <name1> . stdout . write ( <val2>    % get_text_list ( list ( <name1> . extensions ) , 'and'   ) ) \	\ call the method <name1> .stdout .write with an argument string <val2> , \
<name1> . invoked_for_django = <name5>	substitute '%s' with return value of the function get_text_list called with 2 arguments : <name1> .extensions converted into a list and string 'and' . <name1> .invoked_for_django is boolean <name5> .
<name5> . locale_paths = [ ]	<name5> .locale_paths is an empty list .
<name2> . default_locale_path = <name5>	<name2> .default_locale_path is <name5> .
<name2> os . <name1> . isdir ( os . <name1> . <name4> ( <val6>   , <val5>   ) ) :	<name4> <val6> and <val5> into a file <name1> , <name2> it is a directory ,
self . locale_paths = [ <name6> . <name5> . abspath ( <name6> . <name5> . <name4> ( <val2>   , <val3>   ) ) ]	<name4> <val2> and <val3> into a file <name5> , use it as an argument for the call the method <name6> .path .abspath ,
<name4> . default_locale_path = <name4> . locale_paths [ 0 ]	put the results into a list , substitute <name4> .locale_paths for it . substitute first element of <name4> .locale_paths for <name4> .default_locale_path .
<name5> . invoked_for_django = <name3>	<name5> .invoked_for_django is boolean <name3> .
else :	if not ,
<name6> . locale_paths . <name1> ( <name3> ( <name4> . LOCALE_PATHS ) )	convert <name4> .LOCALE_PATHS into a <name3> and <name1> <name3> <name6> .locale_paths with it .
<name6> os . path . isdir ( <val4>   ) :	<name6> <val4> is a directory ,
<name2> . locale_paths . <name6> ( <name3> . path . abspath ( <val4>   ) )	call the function <name3> .path .abspath with an argument <val4> , <name6> the result to <name2> .locale_paths .
<name1> <name3> . locale_paths :	<name1> <name3> .locale_paths is true ,
<name1> . default_locale_path = <name1> . locale_paths [ 0 ]	substitute first element of <name1> .locale_paths for <name1> .default_locale_path .
<name3> not os . path . <name1> ( <name5> . default_locale_path ) :	<name3> <name5> .default_locale_path directory doesnt <name1> ,
os . makedirs ( <name3> . default_locale_path )	create a directory <name3> .default_locale_path .
locale_dirs = filter ( os . path . isdir , <name2> . <name2> ( '%s/*'   % <name4> . default_locale_path ) )	call the function <name2> .glob with an argument : string '/*' appended to <name4> .default_locale_path converted into a string ,
<name5> = <name1> ( <name3> . path . basename , <name6> )	filter out the results for which function <name3> .path .isdir returns false , substitute the result for <name6> . <name1> the <name6> elements with mapping function <name3> .path .basename , substitute the result for <name5> .
<name5> <name2> :	<name5> <name2> is true ,
<name1> = <name5>	substitute <name5> for <name1> .
else :	if not ,
<name4> = <name5> <name6> <name2>	if <name5> is not false <name6> None , substitute it for <name4> , otherwise substitute <name2> for <name4> .
<name4> = set ( <name4> ) - set ( <name5> )	<name4> is a difference between the <name4> and <name5> sets .
<name5> <name6> :	<name5> <name6> is true ,
<name5> ( <val2>   , <val1>   , <val6>   )	call the function <name5> with 3 arguments : strings <val2> , <val1> and <val6> .
<name3> ( <val1>   )	call the function <name3> with an argument string <val1> .
<name2> :	<name2> ,
<name6> = <name5> . build_potfiles ( )	call the method <name5> .build_potfiles , substitute the result for <name6> .
<name4> <name1> <name2> <name6> :	<name4> every <name1> <name2> <name6> ,
<name6> <name4> . verbosity >  <val1> :	<name6> <name4> .verbosity is greater than integer <val1> ,
\ <name4> . stdout . <name1> ( <val3> % <name2> ) \	\ replace '%s' in string <val3> with <name2> , <name1> it to <name4> .stdout . \
<name2> <name3> <name6> <name4> :	<name2> every <name3> <name6> <name4> ,
<name5> . write_po_file ( <name3> , <name2> )	call the method <name5> .write_po_file with 2 arguments : <name3> and <name2> .
<name2> :	<name2> perform ,
<name2> not <name3> . keep_pot :	<name2> <name3> .keep_pot is false ,
<name3> . remove_potfiles ( )	call the method <name3> .remove_potfiles .
def <name6> ( <name3> ) :	define the method <name6> with an argument <name3> .
<name2> = <name4> . find_files ( <val1> )	call the method <name4> .find_files with an argument string <val1> , substitute the result for <name2> .
<name2> . remove_potfiles ( )	call the method <name2> .remove_potfiles .
<name5> <name2> <name3> <name1> :	<name5> <name2> <name3> <name1> ,
<name1> :	<name1> ,
<name2> . process ( <name3> , <name3> . domain )	call the function <name2> .process with 2 arguments : <name3> and <name3> .domain .
<name4> <name2> :	if <name4> <name2> exception is caught ,
<name3> . stdout . <name1> ( <val6> % ( <name5> . file , <name5> . dirpath ) )	substitute '%s' in string <val6> with <name5> .file and <name5> .dirpath , <name1> it to <name3> .stdout .
<name2> = [ ]	<name2> is an empty list .
<name5> <name2> <name6> <name1> . locale_paths :	<name5> every <name2> <name6> <name1> .locale_paths ,
potfile = os . <name1> . <name4> ( <name1> , <val6>   % str ( <name5> . domain ) )	<name4> into a <name1> : <name1> and string <val6> , where '%s' is replaced with <name5> .domain converted into a string .
<name6> not os . <name1> . exists ( <name5> ) :	<name6> <name5> file <name1> doesnt exist ,
continue	skip this loop iteration .
<name2> = [ <val4>   ] + <name6> . msguniq_options + [ <name1> ]	append <name6> .msguniq_options to a list containing a string <val4> , append list containing <name1> to the result , substitute it for <name2> .
<name2> , <name5> , <name6> = <name3> ( <name1> )	call the function <name3> with an argument <name1> , assign the result to <name2> , <name5> and <name6> , respectively .
<name4> <name6> . PY2 :	<name4> <name6> .PY2 is true ,
<name6> = <name6> . decode ( <val5>   )	call the method <name6> .decode with an argument string <val5> , substitute it for <name6> .
<name5> <name6> :	<name5> <name6> is true ,
<name2> <name6> != <name5> :	<name2> <name6> is not equal to <name5> ,
\ <name6> <name3> ( <val5> % <name1> ) \	\ <name6> an <name3> exception with an argument string <val5> , where '%s' is replaced with <name1> . \
elif <name4> . verbosity >  <val6> :	otherwise if <name4> .verbosity is greater than integer <val6> ,
<name5> . stdout . <name4> ( <name2> )	<name4> <name2> to <name5> .stdout .
<name3> <name4> . open ( <name2> , <val6>   , <name1> = <val5>   ) <name3> fp :	call the function <name4> .open <name3> 3 arguments : <name2> , string <val6> and <name1> set to string <val5> <name3> arguments ,
<name3> . <name2> ( <name1> )	with the result renamed to <name3> , perform the following : <name2> <name1> to <name3> .
<name2> . <name3> ( <name4> )	<name3> <name4> to <name2> .
<name2> <name6>	<name2> <name6> .
def <name3> ( <name2> ) :	define the method <name3> with an argument <name2> .
<name6> <name4> <name1> <name2> . locale_paths :	<name6> every <name4> <name1> <name2> .locale_paths ,
<name1> = os . <name4> . <name6> ( <name4> , <val3>   % str ( <name2> . domain ) )	<name6> into a file <name4> : <name4> and string <val3> , where '%s' is replaced with <name2> .domain converted into a string , substitute the result for <name1> .
<name4> os . <name2> . <name5> ( <name6> ) :	<name4> <name6> file <name2> <name5> ,
<name4> . unlink ( <name2> )	call the method <name4> .unlink with an argument <name2> .
def find_files ( <name1> , <name4> ) :	define the method find_potfiles with an arguments <name1> and <name4> .
def <name6> ( <name2> , <name1> ) :	define the function <name6> with arguments <name2> and <name1> .
<name5> = <name3> . <name1> . basename ( <name1> )	call the function <name3> .path .basename with an arguments <name1> , substitute the result for <name5> .
<name6> = <name1> <name2> : <name4> . fnmatchcase ( filename , <name2> )	<name6> is a <name1> function with <name2> as an argument , return value is the return value of the function <name4> .fnmatchcase ,
return any ( <name6> ( <name5> ) <name1> <name5> <name3> <name4> )	called with arguments : filename and <name5> . call the function <name6> with an argument <name5> , <name1> every <name5> <name3> <name4> ,
<name6> = '%s*'   % <name1> . sep	if any resulting element is true , return boolean True , otherwise return boolean False . convert <name1> .sep into a string and append '*' to it , substitute the result for <name6> .
norm_patterns = [ <name1> [ : - len ( <name2> ) ] <name6> <name1> . endswith ( <name2> ) else <name1> <name3> <name1> <name4> <name5> . ignore_patterns ]	<name3> <name1> <name4> <name5> .ignore_patterns <name6> <name1> ends with <name2> take sliced list <name1> from the start ,
<name1> = [ ]	to the negative length of the dir_suffix as the end index and append it to a list , if p doesnt end with dir_suffix , append p to a list , substitute resulting list for norm_patterns . <name1> is an empty list .
for dirpath , dirnames , filenames in <name5> . walk ( <name3> , <name6> = <name1> , <name2> = <name4> . symlinks ) :	call the function <name5> .walk with 3 arguments : <name3> , <name6> set to boolean <name1> , <name2> set to <name4> .symlinks ,
<name4> <name2> <name1> <name6> [ : ] :	<name4> every dirpath , <name6> and filenames <name1> the result , <name4> every <name2> <name1> list <name6> ,
if is_ignored ( <name3> . <name6> . normpath ( <name3> . <name6> . <name2> ( <name1> , <name5> ) ) , norm_patterns ) :	<name2> <name1> and <name5> into a file <name6> , use is as an argument for the call to the function <name3> .path .join ,
<name4> . <name5> ( <name2> )	use the result as an argument for the call to the os .path .join function , use the result and the norm_patterns as arguments for the call to the is_ignored function , if it evaluates to true , <name5> <name2> from the <name4> .
<name4> <name3> . verbosity >  <val1> :	<name4> <name3> .verbosity is greater than integer <val1> ,
\     <name5> . stdout . <name1> ( <val3>   % <name6> ) \	\ replace '%s' in string <val3> with <name6> , <name1> it to <name5> .stdout stream . \
elif <name4> == <val2>   :	otherwise if <name4> equals string <val2> ,
<name4> . <name2> ( <name3> )	<name2> <name3> from the <name4> .
<name3> . locale_paths . insert ( 0 , <name2> . <name5> . <name1> ( <name2> . <name5> . abspath ( <name4> ) , <name6> ) )	call the method <name2> .path .abspath with an argument <name4> , <name1> the result and <name6> into a file <name5> , inset it at the beggining of <name3> .locale_paths .
<name5> <name4> <name2> <name1> :	<name5> every <name4> <name2> <name1> ,
<name3> = <name6> . <name4> . normpath ( <name6> . <name4> . <name5> ( <name1> , <name2> ) )	<name5> <name1> and <name2> into <name4> , use it as an argument for the call to the function <name6> .path .normpath , substitute it for <name3> .
<name2> <name3> ( <name1> , <name4> . ignore_patterns ) :	call the function <name3> , with arguments : <name1> and <name4> .ignore_patterns , <name2> it evaluates to true ,
<name3> <name1> . verbosity >  <val2> :	<name3> <name1> .verbosity is greater than integer <val2> ,
\     <name1> . stdout . <name6> ( <val5>   % ( <name2> , <name3> ) ) \	\ replace '%s' in string <val5> with <name2> and <name3> , <name6> it to <name1> .stdout . \
else :	if not ,
<name4> = <name1>	<name4> is <name1> .
<name5> <name1> <name2> <name6> . locale_paths :	<name5> every <name1> <name2> <name6> .locale_paths ,
     <name3> <name2> . path . abspath ( <name6> ) . startswith ( <name2> . path . dirname ( path ) ) :	call the function <name2> .path .abspath with an argument <name6> , <name3> it starts with return value of the method <name2> .path .dirname ,
         <name1> = <name5>	called with an argument <name5> , substitute <name5> for <name1> .
<name4>	<name4> the loop execution .
<name4> not <name6> :	<name4> <name6> is false ,
     <name6> = <name5> . default_locale_path	substitute <name5> .default_locale_path for <name6> .
<name3> not <name4> :	<name3> <name4> is false ,
     <name2> <name3> ( <val6> % file_path )	<name2> an <name3> with an argument string <val6> ,
<name1> . <name3> ( <name2> ( <name4> , <name6> , <name5> ) )	where '%s' is replaced with file_path . create an object <name2> with arguments : <name4> , <name6> and <name5> , <name3> it to <name1> .
<name5> sorted ( <name6> )	sort <name6> and <name5> it .
def <name3> ( <name1> , <name5> , <name4> ) :	define the method <name3> with arguments <name1> , <name5> and <name4> .
basedir = <name1> . <name4> . <name6> ( <name1> . <name4> . dirname ( <name3> ) , <name2> , <val5>   )	call the method <name1> .path .dirname with an argument <name3> , <name6> the result , <name2> and string <val5> into a file <name4> ,
<name2> <name1> os . path . isdir ( <name3> ) :	substitute it for <name3> . <name2> <name3> is <name1> a directory ,
os . makedirs ( <name3> )	make <name3> directory ,
<name3> = os . <name4> . <name1> ( <name6> , '%s.po'   % str ( <name5> . domain ) )	convert <name5> .domain into a string and append string '.po' to it , <name1> <name6> and result in file <name4> , substitute it for <name3> .
<name4> os . <name5> . <name3> ( <name1> ) :	<name4> <name1> <name5> <name3> ,
<name1> = [ <val3>   ] + <name4> . msgmerge_options + [ <name6> , <name5> ]	append <name4> .msgmerge_options to a list containing string <val3> , append to it a list containing <name6> and <name5> , substitute the result for <name1> .
<name1> , <name5> , <name6> = <name4> ( <name3> )	call the function <name4> with an argument <name3> , assign the result to <name1> , <name5> and <name6> .
<name3> <name1> . PY2 :	<name3> <name1> .PY2 is true ,
<name3> = <name3> . decode ( <val1>   )	call the method <name3> .decode with an argument string <val1> , substitute the result for <name3> .
<name6> <name4> :	<name6> <name4> is true ,
<name3> status != <name4> :	<name3> statue is not equal to <name4> .
\ <name6> <name4> ( <val2> % <name3> ) \	\ <name6> an <name4> with an argument string <val2> , where '%s' is replaced with <name3> . \
elif <name2> . verbosity >  <val6> :	otherwise if <name2> .verbosity is greater than integer <val6> ,
<name1> . stdout . <name5> ( <name6> )	<name5> <name6> to <name1> .stdout .
else :	if not ,
<name5> <name3> . open ( <name4> , <val2>   , <name1> = <val6>   ) <name5> fp :	call the function <name3> .open <name5> 3 arguments : <name4> , string <val2> and <name1> set to string <val6> <name5> arguments ,
<name3> = <name6> . <name4> ( )	with the result renamed to <name6> , perform the following : <name4> file <name6> and substitute the result for <name3> .
<name3> not <name5> . invoked_for_django :	<name3> <name5> .invoked_for_django is false ,
<name6> = <name5> . copy_plural_forms ( <name6> , <name4> )	call the method <name5> .copy_plural_forms with arguments : <name6> and <name4> , substitute it for <name6> .
"\ msgs = msgs . replace ( <val5> % <name3> . domain , """" ) \"	\ substitute '%s' in string <val5> with <name3> .domain , \
<name4> <name2> . open ( <name3> , <val5>   , <name6> = <val1>   ) <name4> fp :	replace all the occurrences of previous string in msgs for an empty string , substitute the result for msgs . call the function <name2> .open <name4> 3 arguments : <name3> , string <val5> and <name6> set to string <val1> <name4> arguments ,
<name2> . <name5> ( <name3> )	with the result renamed to <name2> , perform the following : <name5> <name3> to <name2> .
<name6> <name2> . no_obsolete :	<name6> <name2> .no_obsolete is true ,
args = [ <val5>   ] + <name4> . msgattrib_options + [ <val6>   , <name2> , <name2> ]	append <name4> .msgattrib_options to a list containing string <val5> , append to it a list containing string <val6> , <name2> and <name2> ,
<name5> , <name1> , <name6> = <name2> ( <name3> )	substitute the result for <name3> . call the function <name2> with an argument <name3> , assign the result to <name5> , <name1> and <name6> , respectively .
<name3> <name4> :	<name3> <name4> is true ,
<name1> <name5> != <name4> :	<name1> <name5> is not equal to <name4> ,
\ <name6> <name2> ( <val5> % <name3> ) \	\ <name6> an <name2> with an argument string <val5> , where '%s' is replaced with <name3> . \
elif <name1> . verbosity >  <val3> :	otherwise if <name1> .verbosity is greater than integer <val3> ,
<name6> . stdout . <name5> ( <name4> )	<name5> <name4> to <name6> .stdout .
def <name3> ( <name6> , <name1> , <name2> ) :	define the method <name3> with arguments <name6> , <name1> and <name2> .
django_dir = <name6> . <name1> . normpath ( <name6> . <name1> . <name2> ( <name6> . <name1> . dirname ( <name3> . __file__ ) ) )	call the function <name6> .path .dirname with an argument <name3> .__file__ , <name2> the result into a <name1> ,
<name2> <name1> . domain == <val5>   :	use it as an argument for the call to the function os .path .normpath , substitute the result for django_dir . <name2> <name1> .domain equals a string <val5> ,
<name1> = ( <val3>   , <val2>   )	<name1> is a tuple with 2 elements : strings <val3> and <val2> .
else :	if not ,
<name4> = ( <val6>   , )	<name4> is a tuple with element string <val6> .
<name5> <name2> <name3> <name4> :	<name5> every <name2> <name3> <name4> ,
<name2> = os . <name3> . <name4> ( <name1> , <val6>   , <val5>   , <name2> , <val3>   , '%s.po'   % <name4> )	<name4> into a file <name3> : <name1> , <val6> , <val5> , <name2> , <val3> and string '.po' appended to <name4> , substitute the result for <name2> .
<name2> os . <name5> . <name3> ( <name1> ) :	<name2> <name1> file <name5> <name3> ,
<name3> <name2> . open ( <name4> , <val1>   , <name5> = <val6>   ) <name3> fp :	call the function <name2> .open <name3> 3 arguments : <name4> , string <val1> and <name5> set to string <val6> <name3> arguments ,
<name2> = <name6> . search ( <name5> . <name1> ( ) )	with the result renamed to <name5> , perform the following : <name1> data from file <name5> , use the result as an argument for the call to the function <name6> .search , substitute it for <name2> .
<name3> <name6> :	<name3> <name6> is true ,
plural_form_line = <name4> ( <name1> . group ( <val3>   ) )	call the method <name1> .group with an argument string <val3> , use the result as an argument for the call to the <name4> ,
<name6> <name2> . verbosity >  <val3> :	substitute the result for plural_form_line . <name6> <name2> .verbosity is greater than integer <val3> ,
\     <name2> . stdout . <name1> ( <val3> % <name5> ) \	\ replace '%s' in string <val3> with <name5> , <name1> it to <name2> .stdout . \
<name5> = [ ]	<name5> is an empty list .
<name4> = <name5>	<name4> is boolean <name5> .
\ <name5> <name2> <name1> <name6> . <name4> ( '\\n'   ) : \	<name4> <name6> by newline characters , <name5> every <name2> <name1> result ,
     <name4> not <name6> <name3> ( not <name2> <name5> <name1> . search ( <name2> ) ) :	<name4> <name6> is false <name3> , <name2> is false <name5> return value of the function <name1> .search called with an argument <name2> is false ,
\         <name2> = '%s\\n'   % <name5> \	append newline to <name5> , substitute the result for <name2> .
<name4> = <name2>	<name4> is boolean <name2> .
<name2> . <name1> ( <name6> )	<name1> <name6> to <name2> .
\ <name2> = '\\n'   . <name5> ( <name3> ) \	<name5> elements of <name3> into a string , separated by newline characters , substitute it for <name2> .
<name3>	<name3> the loop execution .
<name5> <name2>	<name5> <name2> .
<name3> <name4>	<name3> module <name4> .
