<A> 中の <B> を未入力の値に置換し、未入力の値がある行を削除して、置き換える	<A> . replace ( <B> , np . nan ) . dropna ( inplace = True )	<A> = <A> . replace ( <B> , np . nan ) . dropna ( )	df = <A> . replace ( <B> , np . nan ) . dropna ( )	<A> . replace ( <B> , np . nan ) . dropna ( inplace = True )	<B> <A> . replace ( <B> , np . nan ) . dropna ( inplace = True )	df . replace ( <B> , np . nan ) . dropna ( inplace = True )
左側のデータの位置と右側のデータの <C> を項目名として、 <A> 表データと <B> 表データを結合する	pd . merge ( <A> , <B> , left_index = True , right_on = <C> )	pd . merge ( <A> , <B> , left_index = True , right_on = <C> )	plt . merge ( <A> , <B> , left_index = True , right_on = <C> )	merge pd . merge ( <A> , <B> , left_index = True , right_on = <C> )	DataFrame = pd . merge ( <A> , <B> , left_index = True , right_on = <C> )	left_index = pd . merge ( <A> , <B> , left_index = True , right_on = <C> )
表データ <A> を位置を軸にソートを <A> に代入する	<A> = <A> . sort_index ( )	<A> = <A> . sort_index ( )	= <A> . sort_index ( )	<B> <A> = <A> . sort_index ( )	range = <A> . sort_index ( )	plt . sort_index ( )
表 <A> のコラム <B> を削除し、 <A> にする	<A> = <A> . drop ( <B> , axis = 1 )	<A> = <A> . drop ( <B> , axis = 1 )	<B> <A> = <A> . drop ( <B> , axis = 1 )	df = <A> . drop ( <B> , axis = 1 )	= <A> . drop ( <B> , axis = 1 )	range = <A> . drop ( <B> , axis = 1 )
<B> という名前のエクセルファイルをデータフレームとして読み、 <A> にする	<A> = pd . read_excel ( <B> , sheet_name = None )	range = pd . read_excel ( <B> , sheet_name = None )	<A> = pd . read_excel ( <B> )	= pd . read_excel ( <A> , sheet_name = <B> )	df = pd . read_excel ( <B> )	, <A> = pd . read_excel ( <B> )
表データ <A> 中の <B> と表属性 <C> に重複はあるのか	<A> . duplicated ( subset = [ <B> , <C> ] )	<A> . duplicated ( subset = [ <B> , <C> ] )	. duplicated ( subset = [ <A> , <B> , <C> ] )	df . duplicated ( subset = [ <A> , <B> , <C> ] )	duplicated . duplicated ( subset = [ <A> , <B> , <C> ] )	if <A> . duplicated ( subset = [ <B> , <C> ] )
表 <A> 内の欠損値を <B> に置換して、インプレースする	<A> . fillna ( <B> , inplace = True )	<B> <A> . fillna ( <B> , inplace = True )	fillna <A> . fillna ( <B> , inplace = True )	<A> . fillna ( <B> , inplace = True )	<B> <A> = <A> . fillna ( <B> )	. fillna ( <B> , inplace = True )
<A> のコラム <B> についての標準偏差	<A> [ <B> ] . std ( )	<A> [ <B> ] . std ( )	std <A> [ <B> ] . std ( )	<B> <A> [ <B> ] . std ( )	df [ <B> ] . std ( )	df [ <A> [ <B> ] . std ( )
<B> 区切りで <A> を表データとして読み込む	pd . read_csv ( <A> , sep = <B> )	pd . read_csv ( <A> , sep = <B> )	for read_csv ( <A> , sep = <B> )	markeredgecolor = pd . read_csv ( <A> , sep = <B> )	sep . read_csv ( <A> , sep = <B> )	sep = <A>
そこで、マーカーの種類を五角形とする	marker = '*'	marker = '*'	markerfacecolor = '*'	markersize = '*'	sep = '*'	'*'
<B> と表 <C> を縦向きに連結を <A> とする	<A> = pd . concat ( [ <B> , <C> ] )	<A> = pd . concat ( [ <B> , <C> ] )	= pd . concat ( [ <A> , <B> , <C> ] )	pd . concat ( [ <A> , <B> , <C> ] )	range = pd . concat ( [ <B> , <C> ] )	plt . concat ( [ <A> , <B> , <C> ] )
<B> と表データ <C> のどちらにも存在するデータでマージし、 <A> とする	<A> = pd . merge ( <B> , <C> , how = 'outer' )	<B> <A> = pd . merge ( <B> , <C> , how = 'outer' )	<A> = pd . merge ( <B> , <C> , how = 'outer' )	, <A> = pd . merge ( <B> , <C> , how = 'outer' )	= pd . merge ( <B> , <C> , how = 'outer' )	range = pd . merge ( <B> , <C> , how = 'outer' )
表 <A> と <B> を縦方向にくっつける	pd . concat ( [ <A> , <B> ] )	pd . concat ( [ <A> , <B> ] )	concat pd . concat ( [ <A> , <B> ] )	. concat ( [ <A> , <B> ] )	concat . concat ( [ <A> , <B> ] )	if <A> . concat ( [ <B> , <C> ] )
フォーマットを指定して、 <A> 表の <B> を datetime 型に変換する	pd . to_datetime ( <A> [ <B> ] , format = '%Y-%m-%d' )	pd . to_datetime ( <A> [ <B> ] , format = '%Y-%m-%d' )	<A> [ pd . to_datetime ( <B> ] , format = '%Y-%m-%d' )	to_datetime pd . to_datetime ( <A> [ <B> ] , format = '%Y-%m-%d' )	<A> . to_datetime ( <B> , format = '%Y-%m-%d' )	to_datetime pd = pd . to_datetime ( <A> [ <B> ] , format )
そこで、目印は＊をする	marker = '*'	markerfacecolor = '*'	marker = '*'	markersize = '*'	sep = '*'	'*'
分割数を <C> 、ビンのラベルを <D> として、 <A> 表データの <B> をビン分割する	pd . cut ( <A> [ <B> ] , <C> , label = <D> )	pd . cut ( <A> [ <B> ] , <C> , label = <D> )	for pd . cut ( <A> [ <B> ] , <C> , label = <D> )	plt . cut ( <A> [ <B> ] , <C> , label = <D> )	cut pd . cut ( <A> [ <B> ] , <C> , label = <D> )	groupby pd . cut ( <A> [ <B> ] , <C> , label = <D> )
同じ x 軸と y 軸で <A> 表の <B> と <A> の <C> と <A> の列 <D> を箱ひげ図で描画する	plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	sns . pairplot ( <A> [ [ <B> ] , <A> [ <C> ] , plt ] ] ] )	for plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	boxplot plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	kind = plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] )
<A> を y 座標、 <B> を横軸として、折れ線グラフを描画する	plt . plot ( <A> , <B> )	plt . plot ( <A> , <B> )	pd . plot ( <A> , <B> )	plot plt . plot ( <A> , <B> )	for plt . plot ( <A> , <B> )	kind = plt . plot ( <A> , <B> )
データフレーム <A> の未入力の値の数を算出する	<A> . isnull ( ) . sum ( )	<A> . isnull ( ) . sum ( )	pd <A> . isnull ( ) . sum ( )	pd . isnull ( ) . sum ( )	isnull . isnull ( ) . sum ( )	isnull . sum ( )
データフレーム <A> 中の表属性 <B> に重複があるのかチェック	<A> . duplicated ( subset = <B> )	. duplicated ( subset = <B> )	<A> . duplicated ( subset = <B> )	df . duplicated ( subset = <B> )	for <A> . duplicated ( subset = <B> )	if <A> . duplicated ( subset = <B> )
表データ <A> の <B> 表属性が <C> のデータ	<A> [ <A> [ <B> ] == <C> ]	alpha <A> [ <A> [ <B> ] == <C> ]	pd <A> [ <A> [ <B> ] == <C> ]	<A> [ <A> [ <B> ] == <C> ]	for <A> [ <A> [ <B> ] == <C> ]	if <A> [ <A> [ <B> ] == <C> ]
そこで、活性化として双曲線正接関数を用いる	activation = 'tanh'	markeredgewidth = 'tanh'	solver = 'tanh'	activation = 'tanh'	markeredgecolor = 'tanh'	'tanh'
<B> に <A> を文字化けしないように書き出す	<A> . to_csv ( <B> , encoding = 'utf_8_sig' )	'utf_8_sig' <A> . to_csv ( <B> , encoding = 'utf_8_sig' )	<A> . to_csv ( <B> , encoding = 'utf_8_sig' )	encoding = <A> . to_csv ( <B> , encoding = 'utf_8_sig' )	df . to_csv ( <B> , encoding = 'utf_8_sig' )	encoding = <A> . to_csv ( <B> )
データフレーム <A> 内の <B> とコラム <C> に重複はあるのかどうかチェックする	<A> . duplicated ( subset = [ <B> , <C> ] )	<A> . duplicated ( subset = [ <B> , <C> ] )	. duplicated ( subset = [ <A> , <B> , <C> ] )	plt . duplicated ( subset = [ <A> , <B> , <C> ] )	df . duplicated ( subset = [ <A> , <B> , <C> ] )	for duplicated subset = <A> . duplicated ( subset = [ <B> , <C> ] )
表 <A> の <B> コラムと <C> の相関を表示する	<A> [ [ <B> , <C> ] ] . corr ( )	<A> [ [ <B> , <C> ] ] . corr ( )	markerfacecolor [ <A> , <B> , <C> ] ] . corr ( )	marker [ <A> [ <B> , <C> ] ] . corr ( )	[ <A> [ <B> , <C> ] ] . corr ( )	plt . corr ( [ <A> , <B> , <C> ] )
分割数を <D> 、ビンのラベルをリスト <E> として、表 <B> の <C> をビン分割して、 <A> にする	<A> = pd . cut ( <B> [ <C> ] , <D> , label = <E> )	sep = <B> , <C> , <D> , label = <E> )	<A> = pd . cut ( <B> [ <C> ] , <D> , label = <E> )	<B> <A> = pd . cut ( <B> [ <C> ] , <D> , label = <E> )	, <A> = pd . cut ( <B> [ <C> ] , <D> , label = <E> )	cut <A> = pd . cut ( <B> [ <C> ] , <D> , label = <E> )
同じ軸でデータフレーム <A> のカラム <B> と <C> カラムと <D> カラムを箱ひげ図で描画する	plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	for plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	boxplot plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	kind plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	sns . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )
同じグラフ内で <A> 表 <B> と <A> カラム <C> と表 <A> <D> を箱ひげ図で表示する	plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	sns . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	for plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	boxplot plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	kind = plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] )
カラム <A> を値が小さい順にソートして、置き換える	df . sort_values ( <A> , inplace = True )	df = df . sort_values ( <A> )	= df . sort_values ( <A> )	<A> . sort_values ( inplace = True )	inplace = <A> . sort_values ( <A> )	df . sort_values ( <A> , inplace = True )
<A> 内の未記入の値を <B> に置換する	<A> . fillna ( <B> )	<A> . fillna ( <B> )	X . fillna ( <B> )	fillna <A> . fillna ( <B> )	<B> <A> . fillna ( <B> )	plt . fillna ( <A> . <B> )
x 軸を <A> とした <B> の縦向き棒グラフを表示する	plt . barh ( <A> , <B> )	barh plt . barh ( <A> , <B> )	plt . barh ( <A> , <B> )	barh plt . bar ( <A> , <B> )	bar plt . barh ( <A> , <B> )	if plt . barh ( <A> , <B> )
<A> ( データフレーム ) の <B> と <C> を大から小へとして、 <A> とする	<A> = <A> . sort_values ( [ <B> , <C> ] , ascending = False )	= <A> . sort_values ( [ <B> , <C> ] , ascending = False )	<A> = <A> . sort_values ( [ <B> , <C> ] , ascending = False )	df = <A> . sort_values ( [ <B> , <C> ] , ascending = False )	range = <A> . sort_values ( [ <B> , <C> ] , ascending = False )	<B> <A> = <A> . sort_values ( [ <C> , <D> ] , ascending = False )
<A> 内の欠損値を削除して、 <A> とする	<A> = <A> . dropna ( )	<A> = <A> . dropna ( )	= <A> . dropna ( )	<B> <A> = <A> . dropna ( )	sep = <A> . dropna ( )	range = <A> . dropna ( )
そこで、バイナリモードをする	mode = 'b'	fillchar = 'b'	'b' = 'b'	color = 'b'	mode = 'b'	sort_values = 'b'
データフレーム <A> を <B> コラムに沿ってソートし、 <A> とする	<A> = <A> . sort_values ( <B> )	= <A> . sort_values ( <B> )	df = <A> . sort_values ( <B> )	<B> <A> = <A> . sort_values ( <B> )	<A> = <A> . sort_values ( <B> )	range = <A> . sort_values ( <B> )
表データ <A> の <B> と <A> 表データの <C> カラムと表データ <A> のカラム <D> の箱ひげ図を一枚のグラフで描写する	plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	sns . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	for plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	boxplot plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	kind = plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] )
表データ <A> を <B> という名前にして CSV ファイルに書き込む	<A> . to_csv ( <B> )	<A> . to_csv ( <B> )	. to_csv ( <B> )	plt . to_csv ( <A> , <B> )	df . to_csv ( <B> )	plt . savefig ( <A> )
表データ <A> の先頭 5 行を確認する	<A> . head ( )	<A> . head ( )	head <A> . head ( )	if <A> . head ( )	head	head <A>
<A> の <B> のデータ	<A> [ <B> ]	[ <A> <B> ]	<A> [ <B> ]	<B> <A> [ <B> ]	for <A> [ <B> ]	[ <A> [ <B> ]
<B> 区切りで <A> を読み込む	pd . read_csv ( <A> , sep = <B> )	pd . read_csv ( <A> , sep = <B> )	plt . read_csv ( <A> , sep = <B> )	sep = <A>	read_csv sep = <A>	for read_csv sep = <A>
<B> に <A> 表データを文字化けしないように保存する	<A> . to_csv ( <B> , encoding = 'utf_8_sig' )	to_csv <A> . to_csv ( <B> , encoding = 'utf_8_sig' )	'utf_8_sig' <A> . to_csv ( <B> , encoding = 'utf_8_sig' )	<A> . to_csv ( <B> , encoding = 'utf_8_sig' )	encoding = <A> . to_csv ( <B> , encoding = 'utf_8_sig' )	encoding = <A> . to_csv ( <B> )
<A> と <B> を大きい順にする	df . sort_values ( [ <A> , <B> ] , ascending = False )	ascending . sort_values ( [ <A> , <B> ] , ascending = False )	df . sort_values ( [ <A> , <B> ] , ascending = False )	plt . sort_values ( [ <A> , <B> ] , ascending = False )	. sort_values ( [ <A> , <B> ] , ascending = False )	<A> . sort_values ( [ <B> , <C> ] , ascending = False )
同じ軸のセットで <A> 表 <B> と <A> <C> と <A> <D> を箱髭図でプロットする	plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	sns . pairplot ( <A> [ [ <B> , <C> , <D> ] ] )	plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	for plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	boxplot plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	kind = plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] )
<A> ( データフレーム ) のコラム <B> を順にソートし、再代入する	<A> = <A> . sort_values ( <B> )	= <A> . sort_values ( <B> )	<B> <A> = <A> . sort_values ( <B> )	<A> = <A> . sort_values ( <B> )	df = <A> . sort_values ( <B> )	range = <A> . sort_values ( <B> )
データフレーム <A> 全体を <B> でソートし、 <A> に代入する	<A> = <A> . sort_values ( <B> )	= <A> . sort_values ( <B> )	<A> = <A> . sort_values ( <B> )	df = <A> . sort_values ( <B> )	range = <A> . sort_values ( <B> )	<B> <A> = <A> . sort_values ( <B> )
<B> を列 <C> の値を軸にソートし、 <A> とする	<A> = <B> . sort_values ( <C> )	<A> = <B> . sort_values ( <C> )	= <B> . sort_values ( <C> )	<B> <A> = <C> )	df = <B> . sort_values ( <C> )	range = <B> . sort_values ( <C> )
表 <A> 中の重複している値がある行を削除して、インプレースする	<A> . drop_duplicates ( inplace = True )	inplace = <A> . drop_duplicates ( )	<A> . drop_duplicates ( inplace = True )	df . drop_duplicates ( inplace = True )	. drop_duplicates ( inplace = True )	if <A> . drop_duplicates ( )
<A> 中の NaN を <A> の平均値で埋め、 <A> とする	<A> = <A> . fillna ( <A> . mean ( ) )	= <A> . fillna ( <A> . mean ( ) )	<A> = <A> . fillna ( <A> . mean ( ) )	range = <A> . fillna ( <A> . mean ( ) )	<B> <A> = <A> . fillna ( <A> . mean ( ) )	fillna <A> = <A> . fillna ( <A> . mean ( ) )
表 <A> を <B> の値でソート	<A> . sort_values ( <B> )	<A> . sort_values ( <B> )	<B> <A> . sort_values ( <B> )	. sort_values ( <B> )	df . sort_values ( <B> )	plt . sort_values ( <A> )
<A> ( データフレーム ) の <B> を順番になるようにし、置き換える	<A> = <A> . sort_values ( <B> )	<A> = <A> . sort_values ( <B> )	<A> . sort_values ( <B> , inplace = True )	= <A> . sort_values ( <B> )	df = <A> . sort_values ( <B> )	df . sort_values ( <B> , inplace = True )
リスト <B> を <C> をコラム名として表データに変換し、 <A> にする	<A> = pd . pd . DataFrame ( <B> , columns = <C> )	<A> = pd . DataFrame ( <B> , columns = <C> )	<A> = pd . pd . DataFrame ( <B> , columns = <C> )	<B> <A> = pd . pd . DataFrame ( <B> , columns = <C> )	df = pd . pd . DataFrame ( <B> , columns = <C> )	range = pd . DataFrame ( <B> , columns = <C> )
データフレーム <A> の <B> と <C> と表属性 <D> の箱ひげ図を一枚のグラフで作図する	plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	for plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	sns . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	boxplot plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	kind plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )
表 <A> の数値データ以外の統計情報を確認する	<A> . describe ( include = 'O' )	<A> . describe ( include = 'O' )	describe <A> . describe ( include = 'O' )	describe . describe ( include = 'O' )	pd . describe ( <A> )	if <A> . describe ( include = 'O' )
df のカラム <A> のデータ列を繰り返す	for name in data [ <A> ] :	for name in data [ <A> : ] :	name in data [ <A> ] :	for name in data [ <A> ] :	name [ <A> ] :	markeredgecolor = <A>
表データ <A> を <B> にインデックスなしで書き出す	<A> . to_csv ( <B> , index = False )	. to_csv ( <A> , <B> , index = False )	plt . to_csv ( <A> , <B> , index = False )	to_csv <A> . to_csv ( <B> , index = False )	<A> . to_csv ( <B> , index = False )	False . to_csv ( <B> , index = False )
<A> ( データフレーム ) の列 <B> と列 <C> を値が大きい順にソートし、再代入する	<A> = <A> . sort_values ( [ <B> , <C> ] , ascending = False )	X = <A> . sort_values ( [ <B> , <C> ] , ascending = False )	= <A> . sort_values ( [ <B> , <C> ] , ascending = False )	<A> = <A> . sort_values ( [ <B> , <C> ] , ascending = False )	df = <A> . sort_values ( [ <B> , <C> ] , ascending = False )	<B> <A> = <A> . sort_values ( [ <C> , <D> ] , ascending = False )
表 <A> 中の未記入の値の合計を表示する	<A> . isnull ( ) . sum ( )	<A> . isnull ( ) . sum ( )	pd . isnull ( ) . sum ( )	. isnull ( ) . sum ( )	df . isnull ( ) . sum ( )	isnull . isnull ( ) . sum ( )
<A> の列 <B> をヒストグラムで描画する	plt . hist ( <A> [ <B> ] )	plt . hist ( <A> [ <B> ] )	hist plt . hist ( <A> [ <B> ] )	kind plt . hist ( <A> [ <B> ] )	if <A> . plt ( <B> )	)
表データ <A> 中の未入力の値が存在する行を落として、置き換える	<A> . dropna ( inplace = True )	= <A> . dropna ( )	<A> = <A> . dropna ( )	df = <A> . dropna ( )	<A> . dropna ( inplace = True )	df . dropna ( inplace = True )
左側のデータの位置と右側のデータの列 <D> をキーとして、 <B> と <C> を結合し、 <A> にする	<A> = pd . merge ( <B> , <C> , left_index = True , right_on = <D> )	<B> <A> = pd . merge ( <B> , <C> , left_index = True , right_on = <D> )	= pd . merge ( <B> , <C> , left_index = True , right_on = <D> )	, <A> = pd . merge ( <B> , <C> , left_index = True , right_on = <D> )	<A> = pd . merge ( <B> , <C> , left_index = True , right_on = <D> )	range = pd . merge ( <B> , <C> , left_index = True , right_on = <D> )
そこで、色としてマゼンタを使用する	color = 'magenta'	markerfacecolor = 'magenta'	color = 'magenta'	sep = 'magenta'	markeredgecolor = 'magenta'	'magenta'
データフレーム <B> 全体を <C> の値に沿ってソートして、 <A> にする	<A> = <B> . sort_values ( <C> )	<A> = <B> . sort_values ( <C> )	<B> <A> = <C> )	= <B> . sort_values ( <C> )	X = <B> . sort_values ( <C> )	range = <B> . sort_values ( <C> )
エクセルファイル <B> の <C> 番目のシートを表データに格納して、 <A> にする	<A> = pd . read_excel ( <B> , sheet_name = <C> )	<A> = pd . read_excel ( <B> , sheet_name = <C> )	= pd . read_excel ( <A> , sheet_name = <C> )	sep = pd . read_excel ( <B> , sheet_name = <C> )	range = pd . read_excel ( <B> , sheet_name = <C> )	pd . read_excel ( <A> , sheet_name = <B> )
グラフの x 軸を <A> とした <B> の棒グラフをプロットする	plt . bar ( <A> , <B> )	barh plt . barh ( <A> , <B> )	plt . barh ( <A> , <B> )	for plt . barh ( <A> , <B> )	for plt . bar ( <A> , <B> )	if plt . barh ( <A> , <B> )
そこで、目印はひし形を用いる	marker = 'D'	markerfacecolor = 'D'	marker = 'D'	kind = 'D'	markeredgewidth = 'D'	'D'
<A> を y 軸、 <B> をグラフの x 軸として、グラフを描く	plt . plot ( <A> , <B> )	plt . plot ( <A> , <B> )	plot plt . plot ( <A> , <B> )	pd . plot ( <A> , <B> )	for plt . plot ( <A> , <B> )	kind = plt . plot ( <A> , <B> )
データフレーム <A> の <B> と <C> コラムを消す	<A> . drop ( [ <B> , <C> ] , axis = 1 )	<A> . drop ( [ <B> , <C> ] , axis = 1 )	axis . drop ( [ <A> , <B> , <C> ] , axis = 1 )	pd . drop ( [ <A> , <B> , <C> ] , axis = 1 )	df . drop ( [ <A> , <B> , <C> ] , axis = 1 )	pd . merge ( <A> , <B> , <C> )
<A> 内の <B> を欠損値に置換し、欠損値が存在する行を消す	<A> . replace ( <B> , np . nan ) . dropna ( )	<B> <A> . replace ( <B> , np . nan ) . dropna ( )	<A> . replace ( <B> , np . nan ) . dropna ( )	df . replace ( <B> , np . nan ) . dropna ( )	X . replace ( <B> , np . nan ) . dropna ( )	plt . replace ( <A> , <B> ) . dropna ( )
<A> のカラム <B> をグループ化して、値ごとのデータ件数	<A> . groupby ( <B> ) . size ( )	pd . groupby ( <A> [ <B> ] ) . size ( )	df1 . groupby ( <A> [ <B> ] ) . size ( )	<A> . groupby ( <B> ) . size ( )	. groupby ( <B> ) . size ( )	df1 <A> . groupby ( <B> ) . size ( )
表データ <B> のコラム <C> と <D> を逆順にソートを <A> にする	<A> = <B> . sort_values ( [ <C> , <D> ] , ascending = False )	<A> = <B> . sort_values ( [ <C> , <D> ] , ascending = False )	= <B> . sort_values ( [ <C> , <D> ] , ascending = False )	range = <B> . sort_values ( [ <C> , <D> ] , ascending = False )	= <A> . sort_values ( [ <B> , <C> ] , <D> ] , ascending = False )	<B> <A> = <B> . sort_values ( [ <C> , <D> ] , ascending = False )
そこで、マーカーの形状のエッジ色は黄緑色を使う	markeredgecolor = 'greenyellow'	end = 'greenyellow'	markeredgecolor = 'greenyellow'	activation = 'greenyellow'	markerfacecolor = 'greenyellow'	for markeredgecolor = 'greenyellow'
表 <A> 内の重複する行を削除	<A> . drop_duplicates ( )	<B> <A> . drop_duplicates ( )	<A> . drop_duplicates ( )	df . drop_duplicates ( )	if <A> . drop_duplicates ( )	df . duplicated ( )
<A> の <B> と表データ <A> の <C> と <A> の <D> の箱ひげ図を一枚のグラフで描画する	plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	sns . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	for plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	boxplot plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	kind plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )
そこで、目印の色を黄色とする	markerfacecolor = 'yellow'	markerfacecolor = 'yellow'	'yellow' = 'yellow'	markersize = 'yellow'	markeredgecolor = 'yellow'	marker = 'yellow'
そこで、目印の色は青を使う	markerfacecolor = 'blue'	markerfacecolor = 'blue'	marker = 'blue'	markeredgecolor = 'blue'	markersize = 'blue'	'blue'
<A> ( データフレーム ) の <B> と <C> 表属性を大きい順にして、置き換える	<A> = <A> . sort_values ( [ <B> , <C> ] , ascending = False )	<A> . sort_values ( [ <B> , <C> ] , ascending = False , inplace = True )	X . sort_values ( [ <A> , <B> , <C> ] , ascending = False , inplace = True )	df . sort_values ( [ <A> , <B> ] , <C> ] , ascending = False , inplace = True )	<A> = <A> . sort_values ( [ <B> , <C> ] , ascending = False )	df = <A> . sort_values ( [ <B> , <C> ] , ascending = False )
表データ <A> を <B> ファイル名という名前で CSV ファイルに書き出す	<A> . to_csv ( <B> )	. to_csv ( <B> )	<A> . to_csv ( <B> )	to_csv <A> . to_csv ( <B> )	plt . to_csv ( <A> , <B> )	df . to_csv ( <B> )
データフレーム <B> を <C> を軸に並び替え、 <A> とする	<A> = <B> . sort_values ( <C> )	<A> = <B> . sort_values ( <C> )	= <B> . sort_values ( <C> )	<B> <A> = <C> )	df = <B> . sort_values ( <C> )	range = <B> . sort_values ( <C> )
そこで、横方向の棒グラフをする	kind = 'barh'	kind = 'barh'	marker = 'barh'	plt . barh ( kind = 'barh' )	'barh'	plt . barh ( kind = 'barh'
先頭の列を位置にして、ファイル名 <B> から読み込んで、 <A> とする	<A> = pd . read_csv ( <B> , index_col = 0 )	<A> = pd . read_csv ( <B> , index_col = 0 )	= pd . read_csv ( <A> , index_col = <B> )	<B> <A> = pd . read_csv ( <B> , index_col = 0 )	df = pd . read_csv ( <B> , index_col = 0 )	<A> = pd . read_csv ( <B> )
表データ <A> の全ての列で重複している値がある行をドロップして、 <A> とする	<A> = <A> . drop_duplicates ( )	<A> = <A> . drop_duplicates ( )	X = <A> . drop_duplicates ( )	<B> <A> = <A> . drop_duplicates ( )	df = <A> . drop_duplicates ( )	range = <A> . drop_duplicates ( )
<A> を <B> に保存する	<A> . to_csv ( <B> )	sklearn <A> . to_csv ( <B> )	<A> . to_csv ( <B> )	sklearn . to_csv ( <B> )	df . to_csv ( <B> )	plt . savefig ( <A> )
左側のデータの位置と右側のデータの <C> を項目名として、データフレーム <A> と <B> データフレームをマージする	pd . merge ( <A> , <B> , left_index = True , right_on = <C> )	pd . merge ( <A> , <B> , left_index = True , right_on = <C> )	plt . merge ( <A> , <B> , left_index = True , right_on = <C> )	merge pd . merge ( <A> , <B> , left_index = True , right_on = <C> )	<A> = pd . merge ( <B> , <C> )	left_index = pd . merge ( <A> , <B> , left_index = True , right_on = <C> )
<A> の <B> と <A> 表のコラム <C> と <A> の <D> の箱ひげ図を一枚のグラフで描写する	plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	sns . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	for plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	boxplot plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )	kind plt . boxplot ( [ <A> [ <B> ] , <A> [ <C> ] , <A> [ <D> ] ] )
<A> の重複する行を削除する	<A> . drop_duplicates ( )	<A> . drop_duplicates ( )	'words' <A> . drop_duplicates ( )	X . drop_duplicates ( )	df . drop_duplicates ( )	df . duplicated ( )
